tieu_de,gia,gia_hien_thi,gia_m2,dien_tich,huong_nha,huong_ban_cong,noi_that,phap_ly,ten_du_an,so_phong,so_wc,duong,phuong,quan,thanh_pho,latitude,longitude,khoang_cach_q1_km,ngay_dang,nguoi_ban,loai_tin,link
"Cần bán Lavida plus 2PN-2WC 96m2- 5ty13 chỉ TT 5 tỷ nhà đầy đủ,lh xem",5000000000,5 tỷ,67.567566,74.0,5.0,8.0,2.0,5,Lavida Plus,2,2.0,Nguyễn Văn Linh,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72905,106.70349,5.19,2025-12-23,Ms Ngọc Anh,s,https://www.chotot.com/129416110.htm
Bán căn hộ 2 phòng ngủ Sky 9 giá tốt,2650000000,"2,65 tỷ",53.0,50.0,4.0,3.0,3.0,6,Sky 9_Tháp CT1 và CT2,2,1.0,Liên Phường,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79352,106.80008,11.07,2025-12-23,Ngô Đức Nghị,s,https://www.chotot.com/129862220.htm
"Tầng cao, 53m2, chung cư Ngô Gia Tự, Q10, view đẹp, SHR",3650000000,"3,65 tỷ",68.86793,53.0,,,,6,Chung cư Ngô Gia Tự,2,1.0,2,Phường 2,Quận 10,Tp Hồ Chí Minh,10.76549,106.67417,3.08,2025-12-23,Lê Ngọc Chính,s,https://www.chotot.com/129862208.htm
"61m2, 3pn, lô góc, chung cư Ngô Gia Tự, Quận 10, 3.95 tỉ TL, SHR",3950000000,"3,95 tỷ",64.7541,61.0,,,,6,Chung cư Ngô Gia Tự,2,1.0,2,Phường 2,Quận 10,Tp Hồ Chí Minh,10.76549,106.67417,3.08,2025-12-23,Lê Ngọc Chính,s,https://www.chotot.com/129862114.htm
Bán Căn Chung Chư Tầng 2 BS8 Vinhome Gand Pack,3200000000,"3,2 tỷ",60.377357,53.0,,,,5,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,Phạm Hồng Trị,s,https://www.chotot.com/129613989.htm
"CĂN HỘ CHUNG CƯ 41BIS - 115 TÂN CẢNG, 2PN, SỔ HỒNG",3950000000,"3,95 tỷ",58.088234,68.0,,,,6,Chung Cư 41Bis Điện Biên Phủ,2,,Điện Biên Phủ,Phường 25,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79503,106.70139,2.16,2025-12-23,ĐẶNG HẰNG,s,https://www.chotot.com/129235191.htm
KHÁCH CẦN BÁN NHANH CÓ BỚT LỘC CĂN 2PN Q7 BOULEVARD VIEW CITY,3000000000,3 tỷ,42.857143,70.0,,,,4,Q7 Boulevard,2,2.0,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-23,Như Ý,s,https://www.chotot.com/123771076.htm
"Bán căn hộ chung cư Soho Bình Thạnh DT: 95m2 3PN, 3WC, view Landmark",5300000000,"5,3 tỷ",55.789474,95.0,,,1.0,6,Soho Premier,3,2.0,Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Tp Hồ Chí Minh,10.81183,106.71486,4.32,2025-12-23,HANG,s,https://www.chotot.com/125018997.htm
"Q7 BOULEAVRD CẦN BÁN: 2PN1WC 3T, 2PN2WC 3.3T (ĐÃ CÓ HĐMB, TƯ VẤN VAY)",3000000000,3 tỷ,50.847458,59.0,,,,5,Q7 Boulevard,2,2.0,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-23,Đức Huy,s,https://www.chotot.com/124477418.htm
BAN Nhanh Sunshine Sky City 75m2,5550000000,"5,55 tỷ",74.0,75.0,,,,5,Sunshine Sky City,2,2.0,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-23,Trương Đạt,s,https://www.chotot.com/129732058.htm
"Chính chủ bán shophouse Aview1, 202m2. Ngang 13,8 m, L1: 3PN + B + PK.",6200000000,"6,2 tỷ",30.69307,202.0,,,2.0,6,,3,2.0,Nguyễn ,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.720011,106.670395,7.0,2025-12-23,Đặng Liên,s,https://www.chotot.com/129861815.htm
"BÁN CĂN HỘ PHÚ GIA (ORCHID PARK) - ĐÃ CÓ SỔ - 72M2, 2PN-2WC GIÁ 2.6 TỶ",2600000000,"2,6 tỷ",36.11111,72.0,,,,6,Orchid Park,2,2.0,Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.67615,106.74499,12.09,2025-12-23,Nguyễn Thị Thuỳ Linh ,s,https://www.chotot.com/128755536.htm
"Mình cần bán căn hộ Him Lam Riverside quận 7, 145m, 3pn, giá 8.9 tỷ",8900000000,"8,9 tỷ",61.37931,145.0,,,3.0,6,Him Lam Riverside - Quận 7,3,3.0,D1,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74265,106.696,3.7,2025-12-23,Vũ Thị Thanh,s,https://www.chotot.com/128360080.htm
CĂN HỘ DỊCH VỤ P12 GÒ VẤP HẺM 6M 15 PHÒNG,15000000000,15 tỷ,116.27907,129.0,,7.0,,6,,11,,Đường Bùi Quang Là,Phường 12,Quận Gò Vấp,Tp Hồ Chí Minh,10.835113,106.6396,9.37,2025-12-23,Phúc Nguyễn Nhà Phố,s,https://www.chotot.com/129861561.htm
BÁN 2PN 1WC NTCB SẴN SỔ HỒNG TẠI AKARI CITY,3960000000,"3,96 tỷ",64.91803,61.0,,,3.0,6,Akari City,2,1.0,Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,11.31,2025-12-23,Võ Thị Minh Trang,s,https://www.chotot.com/129837578.htm
Chuyên mua bán-chuyển nhượng căn hộ Vinhomes Central Park- Landmark 81,7700000000,"7,7 tỷ",83.695656,92.0,,,,6,Vinhomes Central Park,2,2.0,Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,2.97,2025-12-23,VINHOMES VINH,s,https://www.chotot.com/119459003.htm
"CĐT VINHOMES ƯU ĐÃI ĐẾN 28%, TẶNG 8 CHỈ VÀNG, NT 500 TRIỆU",3280000000,"3,28 tỷ",54.666668,60.0,7.0,6.0,3.0,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,Vinhomes Grand Park,s,https://www.chotot.com/127676418.htm
Căn hộ hạng sang liền kề Thủ Thiêm - 3 mặt giáp sông chuẩn resort,6000000000,6 tỷ,120.0,50.0,6.0,6.0,1.0,5,,1,1.0,Đường Song Hành,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.800222,106.73834,4.96,2025-12-23,Trần Nguyên,s,https://www.chotot.com/129841521.htm
"Bán căn hộ 2PN, 2WC, 78m2 tại Samland Giai Việt, 4,6 tỷ, Quận 8",4600000000,"4,6 tỷ",58.974358,78.0,,,2.0,6,Samland Giai Việt,2,2.0,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73582,106.66805,5.67,2025-12-23,Lê Trân,s,https://www.chotot.com/129831256.htm
✅Bán Kingston Sổ Hồng - Officetel | 2PN | 3PN | 4PN,2800000000,"2,8 tỷ",96.55173,29.0,,,2.0,6,Kingston Residence,1,1.0,"146 146 Nguyễn Văn Trỗi và 223 – 223B Hoàng Văn Thụ, Phú Nhuận, Hồ Chí Minh",Phường 8,Quận Phú Nhuận,Tp Hồ Chí Minh,10.79877,106.67054,4.15,2025-12-23,Hữu Thọ,s,https://www.chotot.com/125773686.htm
"CĂN HỘ VINHOME Q9 DT 54,6M2 CÓ 2PN,TRANG BỊ NỘI THẤT ĐẦY ĐỦ VIEW CV",3200000000,"3,2 tỷ",58.608166,54.5999,,,2.0,6,Vinhomes Grand Park,2,,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,MAI THÀNH TÂM,s,https://www.chotot.com/129831893.htm
"Bán Bàu Cát 2, Thang Máy, Sổ Hồng, 70m2 2PN 2WC, Lầu cao View Thoáng",3700000000,"3,7 tỷ",52.857143,70.0,,,,6,Bàu Cát 2,2,2.0,Hồng Lạc,Phường 10,Quận Tân Bình,Tp Hồ Chí Minh,10.78738,106.6472,5.96,2025-12-23,Căn Hộ Chung Cư,s,https://www.chotot.com/129861389.htm
"CĂN GÓC SHOPHOUSE - TRỆT+LẦU - 140M2, GIÁ 5.85 TỶ",5850000000,"5,85 tỷ",39.0,150.0,,,,5,Soho Premier,2,2.0,Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Tp Hồ Chí Minh,10.81183,106.71486,4.32,2025-12-23,ĐẶNG HẰNG,s,https://www.chotot.com/129654737.htm
"ECO GREEN BÁN CĂN 2PN 70M2 GIÁ 6.1TỶ CĂN GÓC, ĐÃ CÓ SỔ",6100000000,"6,1 tỷ",87.14286,70.0,,,,6,Eco Green Sài Gòn,2,2.0,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,Tp Hồ Chí Minh,10.75089,106.72369,3.75,2025-12-23,PHÚC LỘC,s,https://www.chotot.com/121559245.htm
"Cần bán căn Penhose  GARDEN 2 , PHÚ MỸ HƯNG , TPHCM . FULL NỘI THẤT",17500000000,"17,5 tỷ",66.037735,265.0,4.0,3.0,1.0,6,Sky Garden 3,5,4.0,"68 Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72911,106.70673,5.22,2025-12-23,HUỲNH THÀNH XUÂN,s,https://www.chotot.com/129861201.htm
"Lô góc 2 MT chung cư Lê thị riêng(59m2 2pn ) lầu thấp, thang máy",3200000000,"3,2 tỷ",54.23729,59.0,,,,6,,2,1.0,Đường Trường Sơn,Phường 15,Quận 10,Tp Hồ Chí Minh,10.781748,106.66326,4.12,2025-12-23,Đức Vũ,s,https://www.chotot.com/129306809.htm
Bán VPĐN Quận 7 Sunshine Sky City 70M2 Giá Hời,4200000000,"4,2 tỷ",60.0,70.0,,,,5,Sunshine Sky City,2,2.0,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-23,Trương Đạt,s,https://www.chotot.com/129843591.htm
"BÁN CĂN HỘ HOÀNG ANH AN TIẾN 95M2, 2PN, 2WC GIÁ 3.7 tỷ",3700000000,"3,7 tỷ",38.94737,95.0,,,3.0,6,Hoàng Anh Gold House (Hoàng Anh An Tiến),2,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-23,Nguyễn Thuý Hồng,s,https://www.chotot.com/129842082.htm
"Ở NGAY TRƯỚC TẾT _ NHÀ NƠ TRANG LONG F13 BT_ 40M2 _ 2PN_ GIÁ 2,15 TỶ",2150000000,"2,15 tỷ",53.75,40.0,,,,6,,2,1.0,Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Tp Hồ Chí Minh,10.818509,106.698944,4.77,2025-12-23,Tên chưa cung cấp,s,https://www.chotot.com/129827135.htm
Bán Căn Hộ 2Pn 2wc Gần Gigamall Phạm văn đồng 10p,680000000,680 triệu,10.967742,62.0,,,,6,,2,2.0,Đường Phạm Văn Đồng,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.826589,106.71712,5.95,2025-12-23,Bùi Xuân Đường,s,https://www.chotot.com/129327608.htm
Bán Gấp,2700000000,"2,7 tỷ",45.76271,59.0,,,,6,West Gate Park,2,2.0,Tân Túc,Thị trấn Tân Túc,Huyện Bình Chánh,Tp Hồ Chí Minh,10.68684,106.58548,15.98,2025-12-23,Phi đức anh,s,https://www.chotot.com/127915602.htm
Bán CC Tây Thạnh 1PN 1WC Giá 1ty9 TL Sổ Lâu Dài,1900000000,"1,9 tỷ",42.22222,45.0,,,,6,,1,1.0,Đường C6,Phường Tây Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,10.815941,106.621704,9.7,2025-12-23,Phạm Thơ,s,https://www.chotot.com/128977394.htm
"Căn Hộ cao cấp mặt tiền Trần Văn Giàu, Chiết khấu cao, tặng nội thất",1200000000,"1,2 tỷ",34.285713,35.0,,,2.0,6,,1,1.0,Đường Trần Văn Giàu,Xã Bình Lợi,Huyện Bình Chánh,Tp Hồ Chí Minh,10.790711,106.51163,20.69,2025-12-23,Nguyễn Minh Quân,s,https://www.chotot.com/129819383.htm
"Hoàng Anh Gold House (An Tiến) | 119,7m² (3PN-2WC) | Sổ Hồng. Tầng cao",4750000000,"4,75 tỷ",39.68264,119.6997,,,2.0,6,Hoàng Anh Gold House (Hoàng Anh An Tiến),3,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-23,Huy Nguyễn,s,https://www.chotot.com/128105050.htm
"CẦN BÁN GẤP CH VINHOMES Q9 STUIDO,1PN VIEW HỒ BƠI GIÁ TỐT VAY 70%",1800000000,"1,8 tỷ",60.0,30.0,7.0,6.0,2.0,6,Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,duy an,s,https://www.chotot.com/120981295.htm
🌿𝐂𝐇Í𝐍𝐇 𝐂𝐇Ủ 𝐂Ầ𝐍 𝐁Á𝐍 𝐂Ă𝐍 𝐇Ộ 𝐒𝐊𝐘 𝐆𝐀𝐑𝐃𝐄𝐍 𝟏 – 𝟖𝟏𝐦² - 𝐅𝐔𝐋𝐋 𝐍Ộ𝐈 𝐓𝐇Ấ𝐓 𝐂𝐀𝐎 𝐂Ấ𝐏,6200000000,"6,2 tỷ",76.54321,81.0,,,1.0,6,Sky Garden 1,3,,Phạm Văn Nghị,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72911,106.70673,5.22,2025-12-23,Nam Nguyen,s,https://www.chotot.com/128101020.htm
🏡 LÔ GÓC 2 MẶT THOÁNG – 2PN – TRUNG TÂM Q1 – Q3 – Q10,2650000000,"2,65 tỷ",50.96154,52.0,,,,6,,2,1.0,Đường Cách Mạng Tháng 8,Phường 4,Quận 10,Tp Hồ Chí Minh,10.780881,106.6759,2.74,2025-12-23,July nguyễn90,s,https://www.chotot.com/129224635.htm
"Bán căn hộ chung cư Lê Thị Riêng, Q10, thang máy, 60m2, 2pn, sổ hồng",3150000000,"3,15 tỷ",52.5,60.0,,,,6,,2,2.0,Đường Nguyễn Giàn Thanh,Phường 15,Quận 10,Tp Hồ Chí Minh,10.7806425,106.66726,3.66,2025-12-23,Hồng Minh,s,https://www.chotot.com/129423059.htm
Bán Gấp Chung Cư The Masteri Centre Pont 2PN Q9,4900000000,"4,9 tỷ",68.05556,72.0,,,1.0,6,Masteri Centre Point,2,2.0,Long Thạnh Mỹ,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.786,106.85608,17.04,2025-12-23,Ms Lê,s,https://www.chotot.com/129844429.htm
"2.98 TỶ, QUẬN 10-CHUNG CƯ LÝ THƯỜNG KIỆT, 64M2, 2PN, NHÀ MỚI, SỔ RIÊNG",2980000000,"2,98 tỷ",46.5625,64.0,,,,6,,2,1.0,Đường Lý Thường Kiệt,Phường 7,Quận 10,Tp Hồ Chí Minh,10.759364,106.66125,4.65,2025-12-23,Biện Văn Vị ,s,https://www.chotot.com/129842243.htm
"Bán chung cư Nhiêu Tứ, 53m2(2PN) đầy đủ NT, số hồng.",3600000000,"3,6 tỷ",67.92453,53.0,,,2.0,6,Chung cư Nhiêu Tứ,2,1.0,Hoa Sứ,Phường 7,Quận Phú Nhuận,Tp Hồ Chí Minh,10.79662,106.68728,2.74,2025-12-23,Hằng Nguyễn,s,https://www.chotot.com/129617298.htm
CHÍNH CHỦ BÁN NHANH CĂN 1PN+ LỖ 600tr,2000000000,2 tỷ,39.215687,51.0,,,3.0,6,Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,Nhật Linh,s,https://www.chotot.com/129846134.htm
CHÍNH CHỦ CẦN BÁN GẤP CĂN HỘ 2PN 2WC 54M2 1.65TỶ,1650000000,"1,65 tỷ",30.555555,54.0,7.0,6.0,2.0,6,,2,2.0,Quốc Lộc 1K,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.863731,106.779495,13.06,2025-12-23,Nguyễn  Hồng,s,https://www.chotot.com/127313057.htm
e chính chủ bán căn hộ 1 pn q12  zentower sổ sẵn căn thương mại,1899000000,"1,899 tỷ",37.98,50.0,,,3.0,6,Zen Tower,1,1.0,Quốc lộ 1A,Phường Thới An,Quận 12,Tp Hồ Chí Minh,10.86196,106.65755,10.68,2025-12-23,my trương ,s,https://www.chotot.com/129838270.htm
BÁN CHUNG CU GẦN  GIGA MALL,3500000000,"3,5 tỷ",50.0,70.0,3.0,1.0,1.0,5,4S Riverside Linh Đông,2,2.0,30,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84796,106.74342,9.31,2025-12-23,Mèo Con,s,https://www.chotot.com/129829291.htm
KẸT TIỀN BÁN NHANH! KINGDOM 101 - 2PN 2WC VIEW THOÁNG ĐẸP GIÁ 7 TỶ,7000000000,7 tỷ,97.22222,72.0,,,,5,Kingdom 101,2,2.0,Tô Hiến Thành,Phường 14,Quận 10,Tp Hồ Chí Minh,10.7747,106.66218,4.18,2025-12-23,Nguyễn Ngọc,s,https://www.chotot.com/125837360.htm
"CHỈ CÒN 10 CĂN PARIS HOÀNG KIM CK 8%, TT 30% NHẬN NHÀ, SẮP CÓ SỔ HỒNG",5900000000,"5,9 tỷ",86.76471,68.0,,,3.0,6,Paris Hoàng Kim,2,2.0,Lương Định Của,Phường An Khánh (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78652,106.73207,3.66,2025-12-23,Nguyên Mai,s,https://www.chotot.com/129837100.htm
Bán CH hoàng Quốc Việt .,3600000000,"3,6 tỷ",60.0,60.0,,,,6,,2,2.0,Đường Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.7138815,106.73513,7.85,2025-12-23,Xuyen Lieu,s,https://www.chotot.com/129104124.htm
"Hoàng Anh Gold House (An Tiến) | 119,7m² (3PN-2WC) | Sổ Hồng. Nhà đẹp",4450000000,"4,45 tỷ",37.17637,119.6997,,4.0,2.0,6,Hoàng Anh Gold House (Hoàng Anh An Tiến),3,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-23,Huy Nguyễn,s,https://www.chotot.com/127288995.htm
Tin thật - bán chung cư H1 SHR ngay Hoàng Diệu qua q1 chỉ 5p di chuyển,2930000000,"2,93 tỷ",69.7619,42.0,,,,6,Cao Ốc Căn Hộ H1-Hoàng Diệu,1,1.0,Hoàng Diệu,Phường 9,Quận 4,Tp Hồ Chí Minh,10.76495,106.70696,1.39,2025-12-23,Vân ,s,https://www.chotot.com/129840455.htm
HOMYLAND 3 cạnh sông + căn Góc + Hỗ trợ vay + dòng tiền thuê cao,3500000000,"3,5 tỷ",63.636364,55.0,,,3.0,5,Homyland 3 (Homyland Riverside),1,1.0,Bình Trưng Tây,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78243,106.76215,6.78,2025-12-23,Phạm Minh Lãnh,s,https://www.chotot.com/129467631.htm
"Q7 RIVERSIDE LOẠI 2PN 68M2 3.7T, 73M2 3.9T CĂN GÓC RỘNG 2 VIEW",3900000000,"3,9 tỷ",57.35294,68.0,,,,5,Saigon Riverside Complex Q7,2,2.0,Đào Trí,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.722,106.7433,7.59,2025-12-23,THANH VY,s,https://www.chotot.com/110943339.htm
"Căn hộ chung cư DIYAS SKY, DTSD 64m2, 1PN, 1 NVS, giá 1,285 tỷ",1285000000,"1,285 tỷ",20.078125,64.0,,,3.0,5,Diyas Sky,1,1.0,"16 Nguyễn Đức Thuận, phường 13, quận Tân Bình, Hồ Chí Minh",Phường 13,Quận Tân Bình,Tp Hồ Chí Minh,10.80638,106.64072,7.36,2025-12-23,Toan Nguyen Hai,s,https://www.chotot.com/129842293.htm
Cần bán nhanh trong tháng căn Bông Sao 2pn giá 3 tỷ 150,3150000000,"3,15 tỷ",48.46154,65.0,,,,6,Chung cư Bông Sao,2,2.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-23,Minh Phước ,s,https://www.chotot.com/129832198.htm
"BÁN MASTERI THẢO ĐIỀN 1PN, VỊ TRÍ ĐẸP, SỔ ĐỎ TRAO TAY, BAO THUẾ PHÍ",6010000000,"6,01 tỷ",117.84314,51.0,,,,6,Masteri Thảo Điền,1,1.0,Xa Lộ Hà Nội,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80134,106.73999,5.18,2025-12-23,PHÚC LỘC,s,https://www.chotot.com/127833435.htm
"2PN VIEW HỒ BƠI, SẴN SỔ (59m²) 2TỶ800 CẦN BÁN",2800000000,"2,8 tỷ",47.457626,59.0,5.0,8.0,3.0,6,Vinhomes Grand Park,2,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-23,Uy Nam,s,https://www.chotot.com/129491160.htm
"Bán gấp chung cư Miếu Nổi, quận Bình Thạnh ( cũ) giá rẻ.",3400000000,"3,4 tỷ",62.962963,54.0,,,2.0,6,Chung cư Miếu Nổi,2,1.0,Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79589,106.69397,2.36,2025-12-23,Hằng Nguyễn,s,https://www.chotot.com/128405603.htm
"Lavida+, 2PN2WC 4,65 tỷ Nhà thô, nhận ngay, chỉ  TT 4,52 tỷ sổ hồng,lh",4650000000,"4,65 tỷ",62.837837,74.0,5.0,,4.0,5,Lavida Plus,2,2.0,Nguyễn Văn Linh,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72905,106.70349,5.19,2025-12-23,Ms Ngọc Anh,s,https://www.chotot.com/127375431.htm
Shophouse 129m2 - Giá 8.01 tỷ trả nhanh - Sổ hồng 2 tầng MT EastmarkQ9,8010000000,"8,01 tỷ",62.09302,129.0,2.0,1.0,3.0,6,MT Eastmark City,2,2.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-23,Huỳnh Thanh Phong,s,https://www.chotot.com/129859998.htm
"Bán Gấp Căn Góc 2 PN 1WC - 4 m2 - Giá Chỉ 1,240 tỷ",1240000000,"1,24 tỷ",25.306122,49.0,,,,5,KDC Vĩnh Lộc D'Gold,2,1.0,Vĩnh Lộc A,Xã Vĩnh Lộc A,Huyện Bình Chánh,Tp Hồ Chí Minh,10.78869,106.5547,15.98,2025-12-23,Nam Bộ Real,s,https://www.chotot.com/129766882.htm
"Căn hộ view sông Sky89 – Full nội thất, có sẵn hợp đồng thuê giá tốt",5900000000,"5,9 tỷ",81.94444,72.0,,1.0,1.0,6,Căn hộ Hoàng Quốc Việt,2,2.0,Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.71422,106.73743,7.94,2025-12-23,Phú,s,https://www.chotot.com/129832763.htm
"Bán căn góc 88m2(2pn+1,2wc) Q9 cũ Kế bên Q2 .Nhà mới đã có sổ.",4000000000,4 tỷ,45.454544,88.0,,,,6,Ricca,2,2.0,D7,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78716,106.8018,11.15,2025-12-23,ho van thọ,s,https://www.chotot.com/118863517.htm
"Cần bán gấp căn hộ Tara số 1A TQB Q8 DT 90m2 ,3 phòng 2wc Giá 4.250tỷ",4250000000,"4,25 tỷ",47.22222,90.0,,,,6,,3,2.0,Đường Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.734088,106.656166,6.69,2025-12-23,Đặng Văn Phan,s,https://www.chotot.com/129859828.htm
"Căn Hộ 2PN, 3PN có sổ, giá thật Ko ảo, Moonlight khu Tên Lửa, Bình Tân",3900000000,"3,9 tỷ",60.0,65.0,,,,6,,2,2.0,Đường số 7,Phường An Lạc A,Quận Bình Tân,Tp Hồ Chí Minh,10.751493,106.62117,9.06,2025-12-23,Văn Phong,s,https://www.chotot.com/129718268.htm
CĂN HỘ TRUNG TÂM SÀI GÒN – CHỈ CẦN 900 TRIỆU – NHẬN NHÀ LIỀN TAY,3600000000,"3,6 tỷ",42.69455,84.3199,,,4.0,6,,2,2.0,Đường Huỳnh Bá Chánh,Xã Tân Kiên,Huyện Bình Chánh,Tp Hồ Chí Minh,10.716207,106.58481,14.26,2025-12-23,Lưu Thuỷ Minh,s,https://www.chotot.com/129838738.htm
"Hoàng Anh Gold House (An Tiến), Nhà Bè | 110,6m² (3PN - 2WC) | Sổ Hồng",4400000000,"4,4 tỷ",39.78304,110.5999,,7.0,2.0,6,Hoàng Anh Gold House (Hoàng Anh An Tiến),3,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-23,Huy Nguyễn,s,https://www.chotot.com/129844877.htm
Bán căn góc Diamond Riverside 3.1ty full nội thất,3100000000,"3,1 tỷ",41.333332,75.0,,1.0,,5,Diamond Riverside (City Gate Towers 2),2,2.0,Võ Văn Kiệt,Phường 16,Quận 8,Tp Hồ Chí Minh,10.72855,106.62393,9.86,2025-12-23,Chung cư Diamond Riverside ,s,https://www.chotot.com/128644076.htm
"🔥 Bán nhanh Căn 2PN 1WC – Giá 5,7 tỷ  ALL IN – The Sun Avenue 🔥",5700000000,"5,7 tỷ",101.78571,56.0,,,,2,The Sun Avenue,1,1.0,Mai Chí Thọ,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79675,106.75218,6.12,2025-12-23,Dung Nguyen,s,https://www.chotot.com/129121846.htm
"🛑 SỐC: ""BẮT ĐÁY"" CĂN HỘ SUNSHINE SKY CITY, QUẬN 7 - GIÁ CHỈ 7x TRIỆU/M",5490000000,"5,49 tỷ",79.565216,69.0,,,,5,Sunshine Sky City,2,,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-23,Huy Đan,s,https://www.chotot.com/129649407.htm
